"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000257872.1","HAVANA","gene",NA,NA,"ENSG00000257872.1","processed_pseudogene","AC233290.1","1",NA,"OTTHUMG00000169874.1"
"ENSG00000257875.1","HAVANA","gene",NA,NA,"ENSG00000257875.1","processed_pseudogene","AC089998.3","1",NA,"OTTHUMG00000169735.1"
"ENSG00000257878.1","HAVANA","gene",NA,NA,"ENSG00000257878.1","lncRNA","AC007298.2","2",NA,"OTTHUMG00000170361.1"
"ENSG00000257879.1","HAVANA","gene",NA,NA,"ENSG00000257879.1","lncRNA","AC130415.1","2",NA,"OTTHUMG00000170010.1"
"ENSG00000257880.1","HAVANA","gene",NA,NA,"ENSG00000257880.1","lncRNA","AC078789.1","2",NA,"OTTHUMG00000170224.1"
"ENSG00000257883.1","HAVANA","gene",NA,NA,"ENSG00000257883.1","lncRNA","AC125603.2","2",NA,"OTTHUMG00000169385.1"
"ENSG00000257884.2","HAVANA","gene",NA,NA,"ENSG00000257884.2","transcribed_processed_pseudogene","AL512310.7","1",NA,"OTTHUMG00000170555.2"
"ENSG00000257885.1","HAVANA","gene",NA,NA,"ENSG00000257885.1","processed_pseudogene","PHBP18","1","HGNC:51551","OTTHUMG00000169900.1"
"ENSG00000257890.1","HAVANA","gene",NA,NA,"ENSG00000257890.1","lncRNA","AC011595.2","2",NA,"OTTHUMG00000169728.1"
"ENSG00000257891.1","HAVANA","gene",NA,NA,"ENSG00000257891.1","lncRNA","AL929601.1","2",NA,"OTTHUMG00000170338.2"
"ENSG00000257893.3","HAVANA","gene",NA,NA,"ENSG00000257893.3","lncRNA","LINC02404","2","HGNC:53331","OTTHUMG00000170089.3"
"ENSG00000257894.2","HAVANA","gene",NA,NA,"ENSG00000257894.2","lncRNA","AC027288.3","2",NA,"OTTHUMG00000170063.2"
"ENSG00000257896.1","HAVANA","gene",NA,NA,"ENSG00000257896.1","transcribed_unprocessed_pseudogene","AC093012.1","2",NA,"OTTHUMG00000169424.1"
"ENSG00000257897.1","HAVANA","gene",NA,NA,"ENSG00000257897.1","processed_pseudogene","AC139697.1","1",NA,"OTTHUMG00000169847.1"
"ENSG00000257900.2","HAVANA","gene",NA,NA,"ENSG00000257900.2","lncRNA","AL162632.1","2",NA,"OTTHUMG00000170809.1"
"ENSG00000257904.1","HAVANA","gene",NA,NA,"ENSG00000257904.1","lncRNA","AL133372.3","2",NA,"OTTHUMG00000170490.1"
"ENSG00000257905.1","HAVANA","gene",NA,NA,"ENSG00000257905.1","processed_pseudogene","AC004486.1","1",NA,"OTTHUMG00000169667.1"
"ENSG00000257906.3","HAVANA","gene",NA,NA,"ENSG00000257906.3","lncRNA","LINC02156","2","HGNC:53017","OTTHUMG00000169664.13"
"ENSG00000257907.2","HAVANA","gene",NA,NA,"ENSG00000257907.2","processed_pseudogene","EEF1A1P17","1","HGNC:37890","OTTHUMG00000169355.2"
"ENSG00000257910.1","HAVANA","gene",NA,NA,"ENSG00000257910.1","lncRNA","AC124784.1","2",NA,"OTTHUMG00000169920.1"
"ENSG00000257912.1","HAVANA","gene",NA,NA,"ENSG00000257912.1","lncRNA","LINC02258","2","HGNC:53165","OTTHUMG00000169866.1"
"ENSG00000257913.2","HAVANA","gene",NA,NA,"ENSG00000257913.2","lncRNA","DDN-AS1","2","HGNC:53464","OTTHUMG00000170405.2"
"ENSG00000257915.1","HAVANA","gene",NA,NA,"ENSG00000257915.1","processed_pseudogene","GLULP5","1","HGNC:37989","OTTHUMG00000169479.1"
"ENSG00000257918.1","HAVANA","gene",NA,NA,"ENSG00000257918.1","lncRNA","AC079385.3","2",NA,"OTTHUMG00000170079.1"
"ENSG00000257920.1","HAVANA","gene",NA,NA,"ENSG00000257920.1","lncRNA","LINC02409","1","HGNC:53338","OTTHUMG00000170123.1"
"ENSG00000257921.6","HAVANA","gene",NA,NA,"ENSG00000257921.6","protein_coding","AC025165.3","2",NA,"OTTHUMG00000170460.4"
"ENSG00000257923.12","HAVANA","gene",NA,NA,"ENSG00000257923.12","protein_coding","CUX1","1","HGNC:2557","OTTHUMG00000157129.14"
"ENSG00000257924.1","HAVANA","gene",NA,NA,"ENSG00000257924.1","lncRNA","LINC02416","2","HGNC:53345","OTTHUMG00000169663.1"
"ENSG00000257925.1","HAVANA","gene",NA,NA,"ENSG00000257925.1","lncRNA","AC008083.2","2",NA,"OTTHUMG00000169660.1"
"ENSG00000257927.1","HAVANA","gene",NA,NA,"ENSG00000257927.1","processed_pseudogene","MRPS36P5","1","HGNC:29775","OTTHUMG00000169351.1"
"ENSG00000257932.1","HAVANA","gene",NA,NA,"ENSG00000257932.1","lncRNA","AC078776.1","2",NA,"OTTHUMG00000169333.1"
"ENSG00000257935.2","HAVANA","gene",NA,NA,"ENSG00000257935.2","lncRNA","LHX5-AS1","2","HGNC:49570","OTTHUMG00000169553.3"
"ENSG00000257940.1","HAVANA","gene",NA,NA,"ENSG00000257940.1","lncRNA","AC079598.1","2",NA,"OTTHUMG00000169867.1"
"ENSG00000257941.1","HAVANA","gene",NA,NA,"ENSG00000257941.1","processed_pseudogene","AC011611.5","1",NA,"OTTHUMG00000169787.1"
"ENSG00000257943.2","HAVANA","gene",NA,NA,"ENSG00000257943.2","transcribed_unitary_pseudogene","AC084879.1","2",NA,"OTTHUMG00000170260.2"
"ENSG00000257947.1","HAVANA","gene",NA,NA,"ENSG00000257947.1","lncRNA","AC025030.2","2",NA,"OTTHUMG00000169429.1"
"ENSG00000257948.2","HAVANA","gene",NA,NA,"ENSG00000257948.2","lncRNA","AC068993.2","2",NA,"OTTHUMG00000170013.4"
"ENSG00000257949.7","HAVANA","gene",NA,NA,"ENSG00000257949.7","protein_coding","TEN1","1","HGNC:37242","OTTHUMG00000132686.6"
"ENSG00000257950.3","HAVANA","gene",NA,NA,"ENSG00000257950.3","protein_coding","P2RX5-TAX1BP3","2","HGNC:49191","OTTHUMG00000169623.2"
"ENSG00000257951.2","HAVANA","gene",NA,NA,"ENSG00000257951.2","unprocessed_pseudogene","AC126177.5","2",NA,"OTTHUMG00000169721.2"
"ENSG00000257953.1","HAVANA","gene",NA,NA,"ENSG00000257953.1","lncRNA","AC083805.2","2",NA,"OTTHUMG00000170484.1"
"ENSG00000257954.1","HAVANA","gene",NA,NA,"ENSG00000257954.1","processed_pseudogene","AC125611.2","1",NA,"OTTHUMG00000169734.1"
"ENSG00000257955.1","HAVANA","gene",NA,NA,"ENSG00000257955.1","lncRNA","AC004801.3","1",NA,"OTTHUMG00000169895.1"
"ENSG00000257956.1","HAVANA","gene",NA,NA,"ENSG00000257956.1","processed_pseudogene","NOP56P3","1","HGNC:49801","OTTHUMG00000170066.1"
"ENSG00000257957.1","HAVANA","gene",NA,NA,"ENSG00000257957.1","processed_pseudogene","QRSL1P3","1","HGNC:43669","OTTHUMG00000170562.1"
"ENSG00000257958.1","HAVANA","gene",NA,NA,"ENSG00000257958.1","lncRNA","AC008125.1","2",NA,"OTTHUMG00000169467.1"
"ENSG00000257959.1","HAVANA","gene",NA,NA,"ENSG00000257959.1","lncRNA","CR383656.10","2",NA,"OTTHUMG00000170294.1"
"ENSG00000257962.1","HAVANA","gene",NA,NA,"ENSG00000257962.1","lncRNA","AC011773.2","2",NA,"OTTHUMG00000170117.1"
"ENSG00000257964.1","HAVANA","gene",NA,NA,"ENSG00000257964.1","lncRNA","AC020612.3","2",NA,"OTTHUMG00000169650.1"
"ENSG00000257966.1","HAVANA","gene",NA,NA,"ENSG00000257966.1","processed_pseudogene","OLA1P3","1","HGNC:45278","OTTHUMG00000170206.1"
"ENSG00000257976.1","HAVANA","gene",NA,NA,"ENSG00000257976.1","processed_pseudogene","AL079352.1","1",NA,"OTTHUMG00000170317.1"
"ENSG00000257979.1","HAVANA","gene",NA,NA,"ENSG00000257979.1","processed_pseudogene","SNRPGP18","1","HGNC:49374","OTTHUMG00000169455.1"
"ENSG00000257985.1","HAVANA","gene",NA,NA,"ENSG00000257985.1","lncRNA","AC004801.4","2",NA,"OTTHUMG00000169894.1"
"ENSG00000257986.3","HAVANA","gene",NA,NA,"ENSG00000257986.3","lncRNA","LINC02306","2","HGNC:53225","OTTHUMG00000170315.4"
"ENSG00000257987.6","HAVANA","gene",NA,NA,"ENSG00000257987.6","protein_coding","TEX49","2","HGNC:48628","OTTHUMG00000170394.3"
"ENSG00000257989.1","HAVANA","gene",NA,NA,"ENSG00000257989.1","lncRNA","AC078864.1","2",NA,"OTTHUMG00000169614.1"
"ENSG00000257991.1","HAVANA","gene",NA,NA,"ENSG00000257991.1","processed_pseudogene","AC089984.2","1",NA,"OTTHUMG00000169574.1"
"ENSG00000257994.1","HAVANA","gene",NA,NA,"ENSG00000257994.1","unprocessed_pseudogene","AC084364.2","2",NA,"OTTHUMG00000170054.1"
"ENSG00000257995.1","HAVANA","gene",NA,NA,"ENSG00000257995.1","lncRNA","AC084365.1","2",NA,"OTTHUMG00000169997.1"
"ENSG00000257997.5","HAVANA","gene",NA,NA,"ENSG00000257997.5","lncRNA","AC010183.2","2",NA,"OTTHUMG00000169477.2"
"ENSG00000257998.1","HAVANA","gene",NA,NA,"ENSG00000257998.1","processed_pseudogene","AC123904.3","1",NA,"OTTHUMG00000169699.1"
"ENSG00000258001.1","HAVANA","gene",NA,NA,"ENSG00000258001.1","lncRNA","AC126614.1","2",NA,"OTTHUMG00000169993.1"
"ENSG00000258007.1","HAVANA","gene",NA,NA,"ENSG00000258007.1","lncRNA","AC063947.1","2",NA,"OTTHUMG00000170473.1"
"ENSG00000258010.4","HAVANA","gene",NA,NA,"ENSG00000258010.4","lncRNA","AC016705.1","2",NA,"OTTHUMG00000169345.2"
"ENSG00000258011.2","HAVANA","gene",NA,NA,"ENSG00000258011.2","processed_pseudogene","HMGA1P3","1","HGNC:13323","OTTHUMG00000169523.2"
"ENSG00000258012.1","HAVANA","gene",NA,NA,"ENSG00000258012.1","processed_pseudogene","AC026111.1","1",NA,"OTTHUMG00000170107.1"
"ENSG00000258013.2","HAVANA","gene",NA,NA,"ENSG00000258013.2","processed_pseudogene","RPL3P13","1","HGNC:48494","OTTHUMG00000170561.2"
"ENSG00000258016.1","HAVANA","gene",NA,NA,"ENSG00000258016.1","processed_pseudogene","HIGD1AP1","1","HGNC:22804","OTTHUMG00000170023.1"
"ENSG00000258017.2","HAVANA","gene",NA,NA,"ENSG00000258017.2","lncRNA","AC011603.2","2",NA,"OTTHUMG00000170411.2"
"ENSG00000258018.2","HAVANA","gene",NA,NA,"ENSG00000258018.2","lncRNA","LINC02457","2","HGNC:53393","OTTHUMG00000169394.2"
"ENSG00000258021.1","HAVANA","gene",NA,NA,"ENSG00000258021.1","processed_pseudogene","AC025259.2","1",NA,"OTTHUMG00000169594.1"
"ENSG00000258024.1","HAVANA","gene",NA,NA,"ENSG00000258024.1","unprocessed_pseudogene","OR5BT1P","2","HGNC:19629","OTTHUMG00000170017.1"
"ENSG00000258026.2","HAVANA","gene",NA,NA,"ENSG00000258026.2","lncRNA","AC078955.1","2",NA,"OTTHUMG00000170180.3"
"ENSG00000258027.2","HAVANA","gene",NA,NA,"ENSG00000258027.2","unprocessed_pseudogene","NF1P4","2","HGNC:7769","OTTHUMG00000170544.4"
"ENSG00000258028.3","HAVANA","gene",NA,NA,"ENSG00000258028.3","lncRNA","AL135878.1","2",NA,"OTTHUMG00000170370.4"
"ENSG00000258033.1","HAVANA","gene",NA,NA,"ENSG00000258033.1","unprocessed_pseudogene","SNX5P2","1","HGNC:41513","OTTHUMG00000170498.1"
"ENSG00000258034.1","HAVANA","gene",NA,NA,"ENSG00000258034.1","lncRNA","AC012157.2","2",NA,"OTTHUMG00000169460.1"
"ENSG00000258035.2","HAVANA","gene",NA,NA,"ENSG00000258035.2","lncRNA","AC123567.2","2",NA,"OTTHUMG00000170237.2"
"ENSG00000258036.2","HAVANA","gene",NA,NA,"ENSG00000258036.2","unprocessed_pseudogene","KRT125P","2","HGNC:48875","OTTHUMG00000169753.2"
"ENSG00000258038.6","HAVANA","gene",NA,NA,"ENSG00000258038.6","lncRNA","LINC02327","2","HGNC:53247","OTTHUMG00000170368.17"
"ENSG00000258039.2","HAVANA","gene",NA,NA,"ENSG00000258039.2","lncRNA","AC117377.1","2",NA,"OTTHUMG00000170310.2"
"ENSG00000258044.1","HAVANA","gene",NA,NA,"ENSG00000258044.1","lncRNA","AC073569.1","2",NA,"OTTHUMG00000170082.1"
"ENSG00000258045.2","ENSEMBL","gene",NA,NA,"ENSG00000258045.2","misc_RNA","Metazoa_SRP","3",NA,NA
"ENSG00000258048.1","HAVANA","gene",NA,NA,"ENSG00000258048.1","lncRNA","AC073569.2","2",NA,"OTTHUMG00000170081.1"
"ENSG00000258050.2","HAVANA","gene",NA,NA,"ENSG00000258050.2","lncRNA","AL139316.1","2",NA,"OTTHUMG00000171031.1"
"ENSG00000258051.1","HAVANA","gene",NA,NA,"ENSG00000258051.1","processed_pseudogene","AC074029.2","1",NA,"OTTHUMG00000169899.1"
"ENSG00000258052.1","HAVANA","gene",NA,NA,"ENSG00000258052.1","protein_coding","AC025263.2","2",NA,"OTTHUMG00000141317.3"
"ENSG00000258053.1","HAVANA","gene",NA,NA,"ENSG00000258053.1","lncRNA","AC025575.2","2",NA,"OTTHUMG00000169541.1"
"ENSG00000258056.2","HAVANA","gene",NA,NA,"ENSG00000258056.2","lncRNA","AC009779.2","2",NA,"OTTHUMG00000170187.2"
"ENSG00000258057.6","HAVANA","gene",NA,NA,"ENSG00000258057.6","lncRNA","BCDIN3D-AS1","2","HGNC:44113","OTTHUMG00000169706.4"
"ENSG00000258064.1","HAVANA","gene",NA,NA,"ENSG00000258064.1","protein_coding","AC073612.1","2",NA,"OTTHUMG00000169557.2"
"ENSG00000258065.1","HAVANA","gene",NA,NA,"ENSG00000258065.1","processed_pseudogene","AL122126.1","1",NA,"OTTHUMG00000170369.1"
"ENSG00000258066.1","HAVANA","gene",NA,NA,"ENSG00000258066.1","lncRNA","AC138331.1","2",NA,"OTTHUMG00000169976.1"
"ENSG00000258068.2","HAVANA","gene",NA,NA,"ENSG00000258068.2","lncRNA","AC079600.3","2",NA,"OTTHUMG00000169456.2"
"ENSG00000258071.1","HAVANA","gene",NA,NA,"ENSG00000258071.1","processed_pseudogene","ARL2BPP2","1","HGNC:31036","OTTHUMG00000169796.1"
"ENSG00000258072.1","HAVANA","gene",NA,NA,"ENSG00000258072.1","processed_pseudogene","AC126177.6","1",NA,"OTTHUMG00000169724.1"
"ENSG00000258073.1","HAVANA","gene",NA,NA,"ENSG00000258073.1","processed_pseudogene","AC128657.1","2",NA,"OTTHUMG00000169743.1"
"ENSG00000258074.1","HAVANA","gene",NA,NA,"ENSG00000258074.1","processed_pseudogene","VTI1BP3","1","HGNC:43729","OTTHUMG00000170022.1"
"ENSG00000258076.1","HAVANA","gene",NA,NA,"ENSG00000258076.1","processed_pseudogene","CR383656.11","2",NA,"OTTHUMG00000170335.1"
"ENSG00000258077.2","HAVANA","gene",NA,NA,"ENSG00000258077.2","lncRNA","AC078923.1","1",NA,"OTTHUMG00000169765.4"
"ENSG00000258080.1","HAVANA","gene",NA,NA,"ENSG00000258080.1","processed_pseudogene","ARHGAP42P4","1","HGNC:43941","OTTHUMG00000170557.1"
"ENSG00000258081.4","HAVANA","gene",NA,NA,"ENSG00000258081.4","lncRNA","AL110292.1","2",NA,"OTTHUMG00000170435.4"
"ENSG00000258082.1","HAVANA","gene",NA,NA,"ENSG00000258082.1","lncRNA","AL391832.3","2",NA,"OTTHUMG00000170191.1"
"ENSG00000258083.2","HAVANA","gene",NA,NA,"ENSG00000258083.2","protein_coding","OR9A4","2","HGNC:15095","OTTHUMG00000158370.4"
"ENSG00000258084.6","HAVANA","gene",NA,NA,"ENSG00000258084.6","lncRNA","AC128707.1","2",NA,"OTTHUMG00000170009.7"
"ENSG00000258086.1","HAVANA","gene",NA,NA,"ENSG00000258086.1","lncRNA","AC079313.1","2",NA,"OTTHUMG00000169931.2"
"ENSG00000258088.1","HAVANA","gene",NA,NA,"ENSG00000258088.1","lncRNA","AC078820.1","2",NA,"OTTHUMG00000169779.1"
"ENSG00000258090.1","HAVANA","gene",NA,NA,"ENSG00000258090.1","processed_pseudogene","AC093014.1","1",NA,"OTTHUMG00000169916.1"
"ENSG00000258091.1","HAVANA","gene",NA,NA,"ENSG00000258091.1","processed_pseudogene","AC011611.6","1",NA,"OTTHUMG00000169780.1"
"ENSG00000258092.1","HAVANA","gene",NA,NA,"ENSG00000258092.1","lncRNA","AC005841.1","2",NA,"OTTHUMG00000169390.1"
"ENSG00000258096.1","HAVANA","gene",NA,NA,"ENSG00000258096.1","lncRNA","AC025031.2","2",NA,"OTTHUMG00000169472.1"
"ENSG00000258098.2","HAVANA","gene",NA,NA,"ENSG00000258098.2","lncRNA","LINC02286","2","HGNC:53203","OTTHUMG00000170437.4"
"ENSG00000258099.1","HAVANA","gene",NA,NA,"ENSG00000258099.1","lncRNA","ATXN2-AS","2","HGNC:51838","OTTHUMG00000169599.1"
"ENSG00000258100.3","HAVANA","gene",NA,NA,"ENSG00000258100.3","lncRNA","LINC02823","2","HGNC:54354","OTTHUMG00000170076.7"
"ENSG00000258101.2","HAVANA","gene",NA,NA,"ENSG00000258101.2","lncRNA","AC010173.1","2",NA,"OTTHUMG00000169512.2"
"ENSG00000258102.5","HAVANA","gene",NA,NA,"ENSG00000258102.5","protein_coding","MAP1LC3B2","2","HGNC:34390","OTTHUMG00000171525.4"
"ENSG00000258104.1","HAVANA","gene",NA,NA,"ENSG00000258104.1","processed_pseudogene","HIGD1AP9","1","HGNC:43004","OTTHUMG00000169589.1"
"ENSG00000258107.3","HAVANA","gene",NA,NA,"ENSG00000258107.3","lncRNA","AL158058.1","2",NA,"OTTHUMG00000170374.3"
"ENSG00000258108.2","HAVANA","gene",NA,NA,"ENSG00000258108.2","lncRNA","AC009803.2","2",NA,"OTTHUMG00000169399.2"
"ENSG00000258111.1","HAVANA","gene",NA,NA,"ENSG00000258111.1","processed_pseudogene","AC079316.1","1",NA,"OTTHUMG00000169817.2"
"ENSG00000258112.1","HAVANA","gene",NA,NA,"ENSG00000258112.1","processed_pseudogene","CCNG2P1","1","HGNC:50853","OTTHUMG00000169731.1"
"ENSG00000258114.1","HAVANA","gene",NA,NA,"ENSG00000258114.1","lncRNA","AC005871.2","2",NA,"OTTHUMG00000169985.1"
"ENSG00000258115.1","HAVANA","gene",NA,NA,"ENSG00000258115.1","lncRNA","AC090109.1","2",NA,"OTTHUMG00000169678.1"
"ENSG00000258116.1","HAVANA","gene",NA,NA,"ENSG00000258116.1","processed_pseudogene","PPIAP45","1","HGNC:53669","OTTHUMG00000169662.1"
"ENSG00000258117.2","HAVANA","gene",NA,NA,"ENSG00000258117.2","lncRNA","AC026116.1","2",NA,"OTTHUMG00000169974.2"
"ENSG00000258118.1","HAVANA","gene",NA,NA,"ENSG00000258118.1","processed_pseudogene","PPIAP44","1","HGNC:53668","OTTHUMG00000169310.1"
"ENSG00000258119.1","HAVANA","gene",NA,NA,"ENSG00000258119.1","lncRNA","AC087897.2","2",NA,"OTTHUMG00000169418.1"
"ENSG00000258120.2","HAVANA","gene",NA,NA,"ENSG00000258120.2","unprocessed_pseudogene","KRT128P","2","HGNC:48882","OTTHUMG00000169747.2"
"ENSG00000258121.1","HAVANA","gene",NA,NA,"ENSG00000258121.1","lncRNA","AC089987.2","2",NA,"OTTHUMG00000170020.1"
"ENSG00000258122.1","HAVANA","gene",NA,NA,"ENSG00000258122.1","lncRNA","AC044802.2","2",NA,"OTTHUMG00000170125.1"
"ENSG00000258123.1","HAVANA","gene",NA,NA,"ENSG00000258123.1","lncRNA","LINC02444","2","HGNC:53376","OTTHUMG00000169672.1"
"ENSG00000258125.1","HAVANA","gene",NA,NA,"ENSG00000258125.1","lncRNA","AC025254.1","2",NA,"OTTHUMG00000170068.2"
"ENSG00000258128.2","HAVANA","gene",NA,NA,"ENSG00000258128.2","transcribed_processed_pseudogene","MKRN9P","2","HGNC:7116","OTTHUMG00000169865.2"
"ENSG00000258130.8","HAVANA","gene",NA,NA,"ENSG00000258130.8","transcribed_unprocessed_pseudogene","AC106782.1","2",NA,"OTTHUMG00000170482.9"
"ENSG00000258131.1","HAVANA","gene",NA,NA,"ENSG00000258131.1","lncRNA","AC007656.2","2",NA,"OTTHUMG00000170121.1"
"ENSG00000258133.1","HAVANA","gene",NA,NA,"ENSG00000258133.1","processed_pseudogene","AC025578.1","1",NA,"OTTHUMG00000169939.2"
"ENSG00000258134.1","HAVANA","gene",NA,NA,"ENSG00000258134.1","processed_pseudogene","AC016954.1","1",NA,"OTTHUMG00000169405.1"
"ENSG00000258135.5","HAVANA","gene",NA,NA,"ENSG00000258135.5","lncRNA","LINC02396","2","HGNC:27463","OTTHUMG00000169809.2"
"ENSG00000258136.2","HAVANA","gene",NA,NA,"ENSG00000258136.2","lncRNA","AC007622.2","2",NA,"OTTHUMG00000169915.2"
"ENSG00000258137.5","HAVANA","gene",NA,NA,"ENSG00000258137.5","lncRNA","AC079313.2","2",NA,"OTTHUMG00000169930.1"
"ENSG00000258140.2","HAVANA","gene",NA,NA,"ENSG00000258140.2","lncRNA","AC127894.1","2",NA,"OTTHUMG00000169339.3"
"ENSG00000258142.2","HAVANA","gene",NA,NA,"ENSG00000258142.2","processed_pseudogene","AC093023.1","1",NA,"OTTHUMG00000170480.2"
"ENSG00000258144.2","HAVANA","gene",NA,NA,"ENSG00000258144.2","lncRNA","LINC02406","2","HGNC:53334","OTTHUMG00000169409.4"
"ENSG00000258148.2","HAVANA","gene",NA,NA,"ENSG00000258148.2","processed_pseudogene","AC007115.1","1",NA,"OTTHUMG00000170075.2"
"ENSG00000258150.6","HAVANA","gene",NA,NA,"ENSG00000258150.6","transcribed_unprocessed_pseudogene","AC133555.3","1",NA,"OTTHUMG00000170469.3"
"ENSG00000258153.1","HAVANA","gene",NA,NA,"ENSG00000258153.1","processed_pseudogene","HSPE1P4","1","HGNC:49323","OTTHUMG00000170446.1"
"ENSG00000258154.2","HAVANA","gene",NA,NA,"ENSG00000258154.2","unprocessed_pseudogene","AL512356.2","2",NA,"OTTHUMG00000170464.2"
"ENSG00000258159.1","HAVANA","gene",NA,NA,"ENSG00000258159.1","processed_pseudogene","IMMP1LP2","1","HGNC:51132","OTTHUMG00000169801.1"
"ENSG00000258162.4","HAVANA","gene",NA,NA,"ENSG00000258162.4","lncRNA","AC069228.1","2",NA,"OTTHUMG00000170247.5"
"ENSG00000258167.1","HAVANA","gene",NA,NA,"ENSG00000258167.1","lncRNA","AC107023.1","2",NA,"OTTHUMG00000169361.1"
"ENSG00000258168.6","HAVANA","gene",NA,NA,"ENSG00000258168.6","lncRNA","AC025569.1","2",NA,"OTTHUMG00000169498.4"
"ENSG00000258169.1","HAVANA","gene",NA,NA,"ENSG00000258169.1","lncRNA","LINC00485","2","HGNC:27476","OTTHUMG00000169965.1"
"ENSG00000258170.1","HAVANA","gene",NA,NA,"ENSG00000258170.1","lncRNA","AC089998.4","2",NA,"OTTHUMG00000170253.1"
"ENSG00000258171.2","HAVANA","gene",NA,NA,"ENSG00000258171.2","lncRNA","LINC02412","1","HGNC:53341","OTTHUMG00000170115.6"
"ENSG00000258172.1","HAVANA","gene",NA,NA,"ENSG00000258172.1","lncRNA","AC073655.1","2",NA,"OTTHUMG00000170238.1"
"ENSG00000258173.1","HAVANA","gene",NA,NA,"ENSG00000258173.1","processed_pseudogene","AC079598.2","2",NA,"OTTHUMG00000169864.1"
"ENSG00000258175.1","HAVANA","gene",NA,NA,"ENSG00000258175.1","lncRNA","LINC02300","2","HGNC:53219","OTTHUMG00000170383.1"
"ENSG00000258177.1","HAVANA","gene",NA,NA,"ENSG00000258177.1","lncRNA","AC008149.1","2",NA,"OTTHUMG00000170365.1"
"ENSG00000258178.1","HAVANA","gene",NA,NA,"ENSG00000258178.1","lncRNA","AC016993.1","2",NA,"OTTHUMG00000169845.1"
"ENSG00000258179.1","HAVANA","gene",NA,NA,"ENSG00000258179.1","processed_pseudogene","AC079598.3","2",NA,"OTTHUMG00000169868.1"
"ENSG00000258181.1","HAVANA","gene",NA,NA,"ENSG00000258181.1","lncRNA","AC008083.3","2",NA,"OTTHUMG00000169661.2"
"ENSG00000258183.6","HAVANA","gene",NA,NA,"ENSG00000258183.6","lncRNA","LINC02392","2","HGNC:53319","OTTHUMG00000170044.5"
"ENSG00000258184.1","HAVANA","gene",NA,NA,"ENSG00000258184.1","processed_pseudogene","AC087883.1","1",NA,"OTTHUMG00000169927.1"
"ENSG00000258185.2","HAVANA","gene",NA,NA,"ENSG00000258185.2","lncRNA","AC010196.1","2",NA,"OTTHUMG00000169850.1"
"ENSG00000258186.2","HAVANA","gene",NA,NA,"ENSG00000258186.2","transcribed_processed_pseudogene","SLC7A5P2","1","HGNC:24951","OTTHUMG00000170388.2"
"ENSG00000258193.1","HAVANA","gene",NA,NA,"ENSG00000258193.1","processed_pseudogene","AC011602.1","2",NA,"OTTHUMG00000170250.1"
"ENSG00000258196.1","HAVANA","gene",NA,NA,"ENSG00000258196.1","lncRNA","AL163973.3","2",NA,"OTTHUMG00000170532.1"
"ENSG00000258197.1","HAVANA","gene",NA,NA,"ENSG00000258197.1","lncRNA","NKX2-2-AS1","2","HGNC:37154","OTTHUMG00000187950.3"
"ENSG00000258199.1","HAVANA","gene",NA,NA,"ENSG00000258199.1","lncRNA","AC073896.4","2",NA,"OTTHUMG00000170287.1"
"ENSG00000258202.1","HAVANA","gene",NA,NA,"ENSG00000258202.1","unprocessed_pseudogene","AC026371.1","2",NA,"OTTHUMG00000169334.1"
"ENSG00000258203.5","HAVANA","gene",NA,NA,"ENSG00000258203.5","lncRNA","AC004801.5","2",NA,"OTTHUMG00000169893.1"
"ENSG00000258204.1","HAVANA","gene",NA,NA,"ENSG00000258204.1","processed_pseudogene","AC008126.1","1",NA,"OTTHUMG00000170241.1"
"ENSG00000258205.1","HAVANA","gene",NA,NA,"ENSG00000258205.1","processed_pseudogene","AC079598.4","2",NA,"OTTHUMG00000169862.1"
"ENSG00000258206.1","HAVANA","gene",NA,NA,"ENSG00000258206.1","processed_pseudogene","AC137768.1","1",NA,"OTTHUMG00000169830.1"
"ENSG00000258210.1","HAVANA","gene",NA,NA,"ENSG00000258210.1","lncRNA","AC144548.1","2",NA,"OTTHUMG00000169522.1"
"ENSG00000258212.1","HAVANA","gene",NA,NA,"ENSG00000258212.1","processed_pseudogene","ZNF75BP","2","HGNC:13147","OTTHUMG00000169428.1"
"ENSG00000258214.1","HAVANA","gene",NA,NA,"ENSG00000258214.1","lncRNA","AC108721.1","2",NA,"OTTHUMG00000169921.1"
"ENSG00000258215.1","HAVANA","gene",NA,NA,"ENSG00000258215.1","processed_pseudogene","AC078886.1","2",NA,"OTTHUMG00000170169.1"
"ENSG00000258216.7","HAVANA","gene",NA,NA,"ENSG00000258216.7","lncRNA","AC009522.1","2",NA,"OTTHUMG00000169950.3"
"ENSG00000258220.1","HAVANA","gene",NA,NA,"ENSG00000258220.1","lncRNA","LINC02424","2","HGNC:53354","OTTHUMG00000170004.1"
"ENSG00000258223.6","HAVANA","gene",NA,NA,"ENSG00000258223.6","protein_coding","PRSS58","2","HGNC:39125","OTTHUMG00000158565.3"
"ENSG00000258224.1","HAVANA","gene",NA,NA,"ENSG00000258224.1","processed_pseudogene","AC090049.2","1",NA,"OTTHUMG00000170088.1"
"ENSG00000258225.1","HAVANA","gene",NA,NA,"ENSG00000258225.1","lncRNA","AC073571.1","2",NA,"OTTHUMG00000170002.1"
"ENSG00000258227.7","HAVANA","gene",NA,NA,"ENSG00000258227.7","protein_coding","CLEC5A","2","HGNC:2054","OTTHUMG00000157173.2"
