"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000258230.2","HAVANA","gene",NA,NA,"ENSG00000258230.2","transcribed_processed_pseudogene","AC063950.1","1",NA,"OTTHUMG00000170445.2"
"ENSG00000258231.5","HAVANA","gene",NA,NA,"ENSG00000258231.5","lncRNA","AC020637.1","1",NA,"OTTHUMG00000169963.2"
"ENSG00000258232.2","HAVANA","gene",NA,NA,"ENSG00000258232.2","lncRNA","AC125611.3","2",NA,"OTTHUMG00000169513.2"
"ENSG00000258233.1","HAVANA","gene",NA,NA,"ENSG00000258233.1","processed_pseudogene","ARHGAP42P5","1","HGNC:43942","OTTHUMG00000170299.1"
"ENSG00000258234.1","HAVANA","gene",NA,NA,"ENSG00000258234.1","lncRNA","AC024257.1","2",NA,"OTTHUMG00000169903.1"
"ENSG00000258235.1","HAVANA","gene",NA,NA,"ENSG00000258235.1","lncRNA","AC133480.1","2",NA,"OTTHUMG00000169681.1"
"ENSG00000258239.1","HAVANA","gene",NA,NA,"ENSG00000258239.1","unprocessed_pseudogene","MTND2P17","2","HGNC:42118","OTTHUMG00000169366.1"
"ENSG00000258240.6","HAVANA","gene",NA,NA,"ENSG00000258240.6","lncRNA","AC002351.1","2",NA,"OTTHUMG00000169537.4"
"ENSG00000258244.1","HAVANA","gene",NA,NA,"ENSG00000258244.1","processed_pseudogene","OSTF1P1","1","HGNC:31439","OTTHUMG00000169591.1"
"ENSG00000258245.1","HAVANA","gene",NA,NA,"ENSG00000258245.1","processed_pseudogene","RPL10P13","2","HGNC:52346","OTTHUMG00000169778.1"
"ENSG00000258249.1","HAVANA","gene",NA,NA,"ENSG00000258249.1","lncRNA","AC125603.3","2",NA,"OTTHUMG00000169388.1"
"ENSG00000258251.1","HAVANA","gene",NA,NA,"ENSG00000258251.1","processed_pseudogene","YPEL5P3","1","HGNC:50557","OTTHUMG00000170362.1"
"ENSG00000258253.1","HAVANA","gene",NA,NA,"ENSG00000258253.1","lncRNA","AC078865.1","2",NA,"OTTHUMG00000169635.1"
"ENSG00000258254.1","HAVANA","gene",NA,NA,"ENSG00000258254.1","lncRNA","AC010177.1","2",NA,"OTTHUMG00000169480.1"
"ENSG00000258256.1","HAVANA","gene",NA,NA,"ENSG00000258256.1","lncRNA","AC011773.3","1",NA,"OTTHUMG00000170116.1"
"ENSG00000258260.1","HAVANA","gene",NA,NA,"ENSG00000258260.1","lncRNA","AC073896.5","2",NA,"OTTHUMG00000170434.1"
"ENSG00000258262.1","HAVANA","gene",NA,NA,"ENSG00000258262.1","processed_pseudogene","AC063949.1","1",NA,"OTTHUMG00000170104.3"
"ENSG00000258265.1","HAVANA","gene",NA,NA,"ENSG00000258265.1","lncRNA","AL929601.2","2",NA,"OTTHUMG00000170339.1"
"ENSG00000258271.1","HAVANA","gene",NA,NA,"ENSG00000258271.1","processed_pseudogene","AC025260.1","1",NA,"OTTHUMG00000170158.1"
"ENSG00000258272.1","HAVANA","gene",NA,NA,"ENSG00000258272.1","lncRNA","AC007513.1","2",NA,"OTTHUMG00000170377.1"
"ENSG00000258273.1","HAVANA","gene",NA,NA,"ENSG00000258273.1","unprocessed_pseudogene","AC024257.2","2",NA,"OTTHUMG00000169905.1"
"ENSG00000258274.1","HAVANA","gene",NA,NA,"ENSG00000258274.1","lncRNA","AC012085.2","2",NA,"OTTHUMG00000170323.1"
"ENSG00000258275.1","HAVANA","gene",NA,NA,"ENSG00000258275.1","unprocessed_pseudogene","OR7K1P","2","HGNC:15366","OTTHUMG00000170313.1"
"ENSG00000258278.2","HAVANA","gene",NA,NA,"ENSG00000258278.2","unprocessed_pseudogene","CLUHP8","2","HGNC:51573","OTTHUMG00000169297.2"
"ENSG00000258279.4","HAVANA","gene",NA,NA,"ENSG00000258279.4","lncRNA","LINC00592","2","HGNC:27474","OTTHUMG00000169627.17"
"ENSG00000258282.2","HAVANA","gene",NA,NA,"ENSG00000258282.2","processed_pseudogene","BTF3P2","1","HGNC:19924","OTTHUMG00000170386.2"
"ENSG00000258283.1","HAVANA","gene",NA,NA,"ENSG00000258283.1","lncRNA","AC011603.3","2",NA,"OTTHUMG00000170404.1"
"ENSG00000258284.1","HAVANA","gene",NA,NA,"ENSG00000258284.1","processed_pseudogene","POLR2KP1","1","HGNC:42650","OTTHUMG00000169587.1"
"ENSG00000258285.1","HAVANA","gene",NA,NA,"ENSG00000258285.1","lncRNA","TESC-AS1","2","HGNC:51142","OTTHUMG00000169494.1"
"ENSG00000258288.1","HAVANA","gene",NA,NA,"ENSG00000258288.1","processed_pseudogene","NENFP2","1","HGNC:50299","OTTHUMG00000170476.1"
"ENSG00000258289.8","HAVANA","gene",NA,NA,"ENSG00000258289.8","protein_coding","CHURC1","1","HGNC:20099","OTTHUMG00000170218.5"
"ENSG00000258290.1","HAVANA","gene",NA,NA,"ENSG00000258290.1","processed_pseudogene","BRWD1P2","1","HGNC:51529","OTTHUMG00000169951.1"
"ENSG00000258292.1","HAVANA","gene",NA,NA,"ENSG00000258292.1","lncRNA","LINC02410","1","HGNC:53339","OTTHUMG00000170350.1"
"ENSG00000258294.5","HAVANA","gene",NA,NA,"ENSG00000258294.5","lncRNA","AC090503.2","2",NA,"OTTHUMG00000169671.1"
"ENSG00000258300.2","HAVANA","gene",NA,NA,"ENSG00000258300.2","processed_pseudogene","NUTF2P2","1","HGNC:19934","OTTHUMG00000170563.2"
"ENSG00000258301.3","HAVANA","gene",NA,NA,"ENSG00000258301.3","lncRNA","VASH1-AS1","2","HGNC:53215","OTTHUMG00000171623.2"
"ENSG00000258302.2","HAVANA","gene",NA,NA,"ENSG00000258302.2","lncRNA","AC025034.1","2",NA,"OTTHUMG00000169945.2"
"ENSG00000258303.1","HAVANA","gene",NA,NA,"ENSG00000258303.1","lncRNA","AC012464.2","2",NA,"OTTHUMG00000170325.1"
"ENSG00000258304.1","HAVANA","gene",NA,NA,"ENSG00000258304.1","processed_pseudogene","AC233290.2","1",NA,"OTTHUMG00000169873.1"
"ENSG00000258308.6","HAVANA","gene",NA,NA,"ENSG00000258308.6","lncRNA","AC079907.2","2",NA,"OTTHUMG00000170475.2"
"ENSG00000258311.5","HAVANA","gene",NA,NA,"ENSG00000258311.5","protein_coding","AC009779.3","2",NA,"OTTHUMG00000170130.2"
"ENSG00000258312.1","HAVANA","gene",NA,NA,"ENSG00000258312.1","lncRNA","AC016152.1","2",NA,"OTTHUMG00000170161.1"
"ENSG00000258313.1","HAVANA","gene",NA,NA,"ENSG00000258313.1","lncRNA","AC084879.2","2",NA,"OTTHUMG00000170258.1"
"ENSG00000258314.3","HAVANA","gene",NA,NA,"ENSG00000258314.3","lncRNA","AL589182.1","2",NA,"OTTHUMG00000170342.4"
"ENSG00000258315.5","HAVANA","gene",NA,NA,"ENSG00000258315.5","protein_coding","C17orf49","2","HGNC:28737","OTTHUMG00000170147.2"
"ENSG00000258316.1","HAVANA","gene",NA,NA,"ENSG00000258316.1","processed_pseudogene","KLF17P1","2","HGNC:41521","OTTHUMG00000170205.1"
"ENSG00000258317.1","HAVANA","gene",NA,NA,"ENSG00000258317.1","lncRNA","AC034102.6","2",NA,"OTTHUMG00000170142.1"
"ENSG00000258320.1","HAVANA","gene",NA,NA,"ENSG00000258320.1","processed_pseudogene","AC090502.3","1",NA,"OTTHUMG00000169690.1"
"ENSG00000258323.1","HAVANA","gene",NA,NA,"ENSG00000258323.1","lncRNA","AC073575.1","1",NA,"OTTHUMG00000169639.1"
"ENSG00000258324.2","HAVANA","gene",NA,NA,"ENSG00000258324.2","processed_pseudogene","AL512310.8","2",NA,"OTTHUMG00000170551.3"
"ENSG00000258325.2","HAVANA","gene",NA,NA,"ENSG00000258325.2","lncRNA","ITFG2-AS1","2","HGNC:53128","OTTHUMG00000169389.2"
"ENSG00000258331.1","HAVANA","gene",NA,NA,"ENSG00000258331.1","lncRNA","LINC02461","2","HGNC:53398","OTTHUMG00000169352.1"
"ENSG00000258332.3","HAVANA","gene",NA,NA,"ENSG00000258332.3","lncRNA","LINC02394","2","HGNC:53321","OTTHUMG00000169689.3"
"ENSG00000258334.1","HAVANA","gene",NA,NA,"ENSG00000258334.1","lncRNA","AC125611.4","2",NA,"OTTHUMG00000169733.1"
"ENSG00000258336.2","HAVANA","gene",NA,NA,"ENSG00000258336.2","processed_pseudogene","DUX4L52","2","HGNC:51811","OTTHUMG00000169973.2"
"ENSG00000258337.1","HAVANA","gene",NA,NA,"ENSG00000258337.1","lncRNA","AC130895.1","2",NA,"OTTHUMG00000169461.1"
"ENSG00000258338.1","HAVANA","gene",NA,NA,"ENSG00000258338.1","lncRNA","AC090680.1","2",NA,"OTTHUMG00000169737.1"
"ENSG00000258342.2","HAVANA","gene",NA,NA,"ENSG00000258342.2","lncRNA","AL133304.3","2",NA,"OTTHUMG00000170566.9"
"ENSG00000258343.2","HAVANA","gene",NA,NA,"ENSG00000258343.2","lncRNA","AC090001.1","2",NA,"OTTHUMG00000170349.2"
"ENSG00000258344.1","HAVANA","gene",NA,NA,"ENSG00000258344.1","lncRNA","AC078778.1","2",NA,"OTTHUMG00000169929.1"
"ENSG00000258345.1","HAVANA","gene",NA,NA,"ENSG00000258345.1","lncRNA","AC034102.7","2",NA,"OTTHUMG00000170141.1"
"ENSG00000258346.1","HAVANA","gene",NA,NA,"ENSG00000258346.1","lncRNA","AC079384.1","2",NA,"OTTHUMG00000169463.1"
"ENSG00000258350.1","HAVANA","gene",NA,NA,"ENSG00000258350.1","processed_pseudogene","SYF2P1","1","HGNC:19925","OTTHUMG00000170511.1"
"ENSG00000258352.1","HAVANA","gene",NA,NA,"ENSG00000258352.1","transcribed_processed_pseudogene","IFITM3P6","1","HGNC:54545","OTTHUMG00000169618.2"
"ENSG00000258354.1","HAVANA","gene",NA,NA,"ENSG00000258354.1","lncRNA","AC138932.1","2",NA,"OTTHUMG00000170531.1"
"ENSG00000258355.1","HAVANA","gene",NA,NA,"ENSG00000258355.1","lncRNA","AC079174.1","1",NA,"OTTHUMG00000170086.1"
"ENSG00000258357.1","HAVANA","gene",NA,NA,"ENSG00000258357.1","processed_pseudogene","NSA2P2","1","HGNC:54581","OTTHUMG00000170228.1"
"ENSG00000258358.2","HAVANA","gene",NA,NA,"ENSG00000258358.2","processed_pseudogene","AC087888.1","1",NA,"OTTHUMG00000169740.2"
"ENSG00000258359.1","HAVANA","gene",NA,NA,"ENSG00000258359.1","processed_pseudogene","PCNPP1","1","HGNC:32440","OTTHUMG00000169601.1"
"ENSG00000258360.1","HAVANA","gene",NA,NA,"ENSG00000258360.1","unprocessed_pseudogene","NF1P12","2","HGNC:51739","OTTHUMG00000169416.1"
"ENSG00000258364.1","HAVANA","gene",NA,NA,"ENSG00000258364.1","lncRNA","CR383656.12","2",NA,"OTTHUMG00000170334.1"
"ENSG00000258365.1","HAVANA","gene",NA,NA,"ENSG00000258365.1","lncRNA","AC073655.2","1",NA,"OTTHUMG00000170239.1"
"ENSG00000258366.9","HAVANA","gene",NA,NA,"ENSG00000258366.9","protein_coding","RTEL1","1","HGNC:15888","OTTHUMG00000032992.11"
"ENSG00000258367.2","HAVANA","gene",NA,NA,"ENSG00000258367.2","transcribed_unprocessed_pseudogene","CR383656.13","2",NA,"OTTHUMG00000170296.1"
"ENSG00000258368.2","HAVANA","gene",NA,NA,"ENSG00000258368.2","unprocessed_pseudogene","ZNF970P","2","HGNC:44511","OTTHUMG00000169295.2"
"ENSG00000258369.1","HAVANA","gene",NA,NA,"ENSG00000258369.1","processed_pseudogene","ADI1P3","2","HGNC:52341","OTTHUMG00000169665.1"
"ENSG00000258373.1","HAVANA","gene",NA,NA,"ENSG00000258373.1","processed_pseudogene","SLC25A3P2","1","HGNC:43784","OTTHUMG00000169607.1"
"ENSG00000258375.2","HAVANA","gene",NA,NA,"ENSG00000258375.2","processed_pseudogene","AC079363.1","1",NA,"OTTHUMG00000170261.2"
"ENSG00000258376.2","HAVANA","gene",NA,NA,"ENSG00000258376.2","lncRNA","AC004846.1","2",NA,"OTTHUMG00000171434.2"
"ENSG00000258377.1","HAVANA","gene",NA,NA,"ENSG00000258377.1","lncRNA","AL139099.1","2",NA,"OTTHUMG00000170874.1"
"ENSG00000258378.1","HAVANA","gene",NA,NA,"ENSG00000258378.1","lncRNA","AL139021.1","2",NA,"OTTHUMG00000171140.1"
"ENSG00000258379.1","HAVANA","gene",NA,NA,"ENSG00000258379.1","lncRNA","AL355097.1","2",NA,"OTTHUMG00000171469.1"
"ENSG00000258380.1","HAVANA","gene",NA,NA,"ENSG00000258380.1","lncRNA","AL356805.1","1",NA,"OTTHUMG00000170972.1"
"ENSG00000258381.1","HAVANA","gene",NA,NA,"ENSG00000258381.1","processed_pseudogene","AL512360.1","2",NA,"OTTHUMG00000170800.1"
"ENSG00000258383.1","HAVANA","gene",NA,NA,"ENSG00000258383.1","lncRNA","AL132819.1","2",NA,"OTTHUMG00000171475.1"
"ENSG00000258384.1","HAVANA","gene",NA,NA,"ENSG00000258384.1","lncRNA","RCCD1-AS1","2","HGNC:54811","OTTHUMG00000171683.1"
"ENSG00000258385.1","HAVANA","gene",NA,NA,"ENSG00000258385.1","processed_pseudogene","AL391516.1","1",NA,"OTTHUMG00000170689.1"
"ENSG00000258386.1","HAVANA","gene",NA,NA,"ENSG00000258386.1","lncRNA","AL352984.1","1",NA,"OTTHUMG00000170587.1"
"ENSG00000258387.1","HAVANA","gene",NA,NA,"ENSG00000258387.1","processed_pseudogene","AL358913.1","1",NA,"OTTHUMG00000170708.1"
"ENSG00000258388.7","HAVANA","gene",NA,NA,"ENSG00000258388.7","protein_coding","PPT2-EGFL8","2","HGNC:48343","OTTHUMG00000171245.3"
"ENSG00000258390.2","HAVANA","gene",NA,NA,"ENSG00000258390.2","lncRNA","LINC02318","2","HGNC:53237","OTTHUMG00000171638.17"
"ENSG00000258392.1","HAVANA","gene",NA,NA,"ENSG00000258392.1","processed_pseudogene","RPA2P1","1","HGNC:19676","OTTHUMG00000170872.1"
"ENSG00000258393.1","HAVANA","gene",NA,NA,"ENSG00000258393.1","lncRNA","AL049833.1","2",NA,"OTTHUMG00000171463.1"
"ENSG00000258394.1","HAVANA","gene",NA,NA,"ENSG00000258394.1","lncRNA","AL442163.1","2",NA,"OTTHUMG00000170702.2"
"ENSG00000258397.1","HAVANA","gene",NA,NA,"ENSG00000258397.1","processed_pseudogene","BCAR1P1","1","HGNC:51325","OTTHUMG00000171656.1"
"ENSG00000258399.7","HAVANA","gene",NA,NA,"ENSG00000258399.7","lncRNA","AL117190.1","2",NA,"OTTHUMG00000184365.3"
"ENSG00000258400.1","HAVANA","gene",NA,NA,"ENSG00000258400.1","lncRNA","AL591767.1","2",NA,"OTTHUMG00000170814.2"
"ENSG00000258401.1","HAVANA","gene",NA,NA,"ENSG00000258401.1","processed_pseudogene","ATP5MC2P2","1","HGNC:19672","OTTHUMG00000170869.1"
"ENSG00000258402.1","HAVANA","gene",NA,NA,"ENSG00000258402.1","lncRNA","AC016526.1","2",NA,"OTTHUMG00000171617.1"
"ENSG00000258404.1","HAVANA","gene",NA,NA,"ENSG00000258404.1","lncRNA","LINC02320","2","HGNC:53239","OTTHUMG00000171691.2"
"ENSG00000258405.11","HAVANA","gene",NA,NA,"ENSG00000258405.11","protein_coding","ZNF578","2","HGNC:26449","OTTHUMG00000156468.8"
"ENSG00000258406.1","HAVANA","gene",NA,NA,"ENSG00000258406.1","processed_pseudogene","TUBBP3","2","HGNC:18192","OTTHUMG00000170705.1"
"ENSG00000258407.1","HAVANA","gene",NA,NA,"ENSG00000258407.1","lncRNA","AL157955.1","2",NA,"OTTHUMG00000170738.2"
"ENSG00000258408.1","HAVANA","gene",NA,NA,"ENSG00000258408.1","transcribed_processed_pseudogene","NT5CP2","1","HGNC:20047","OTTHUMG00000171604.3"
"ENSG00000258410.1","HAVANA","gene",NA,NA,"ENSG00000258410.1","lncRNA","AC087386.1","2",NA,"OTTHUMG00000171657.1"
"ENSG00000258411.2","HAVANA","gene",NA,NA,"ENSG00000258411.2","processed_pseudogene","AL161670.1","1",NA,"OTTHUMG00000171133.2"
"ENSG00000258412.1","HAVANA","gene",NA,NA,"ENSG00000258412.1","lncRNA","AL355102.1","2",NA,"OTTHUMG00000171410.1"
"ENSG00000258413.2","HAVANA","gene",NA,NA,"ENSG00000258413.2","lncRNA","AL158801.2","2",NA,"OTTHUMG00000171032.2"
"ENSG00000258414.1","HAVANA","gene",NA,NA,"ENSG00000258414.1","lncRNA","AL121790.1","2",NA,"OTTHUMG00000170995.2"
"ENSG00000258415.2","HAVANA","gene",NA,NA,"ENSG00000258415.2","processed_pseudogene","LONRF2P4","2","HGNC:54500","OTTHUMG00000171727.2"
"ENSG00000258416.1","HAVANA","gene",NA,NA,"ENSG00000258416.1","lncRNA","AF123462.1","2",NA,"OTTHUMG00000171504.1"
"ENSG00000258417.3","HAVANA","gene",NA,NA,"ENSG00000258417.3","protein_coding","AC100868.1","1",NA,"OTTHUMG00000170745.1"
"ENSG00000258419.1","HAVANA","gene",NA,NA,"ENSG00000258419.1","lncRNA","AC022469.1","2",NA,"OTTHUMG00000171503.1"
"ENSG00000258420.1","HAVANA","gene",NA,NA,"ENSG00000258420.1","processed_pseudogene","LONRF2P3","2","HGNC:54499","OTTHUMG00000171704.1"
"ENSG00000258421.2","HAVANA","gene",NA,NA,"ENSG00000258421.2","processed_pseudogene","FXNP1","1","HGNC:20012","OTTHUMG00000171521.2"
"ENSG00000258422.5","HAVANA","gene",NA,NA,"ENSG00000258422.5","lncRNA","AL160191.1","2",NA,"OTTHUMG00000171324.2"
"ENSG00000258423.1","HAVANA","gene",NA,NA,"ENSG00000258423.1","unprocessed_pseudogene","OR7E105P","1","HGNC:15364","OTTHUMG00000171078.1"
"ENSG00000258424.1","HAVANA","gene",NA,NA,"ENSG00000258424.1","lncRNA","AL512791.1","2",NA,"OTTHUMG00000171045.1"
"ENSG00000258425.1","HAVANA","gene",NA,NA,"ENSG00000258425.1","lncRNA","AC013451.1","2",NA,"OTTHUMG00000171477.1"
"ENSG00000258426.1","HAVANA","gene",NA,NA,"ENSG00000258426.1","lncRNA","AL162872.1","2",NA,"OTTHUMG00000171381.1"
"ENSG00000258427.3","HAVANA","gene",NA,NA,"ENSG00000258427.3","processed_pseudogene","RBM8B","1","HGNC:13426","OTTHUMG00000171184.2"
"ENSG00000258428.5","HAVANA","gene",NA,NA,"ENSG00000258428.5","lncRNA","AL161757.2","2",NA,"OTTHUMG00000171067.1"
"ENSG00000258429.2","HAVANA","gene",NA,NA,"ENSG00000258429.2","protein_coding","PDF","2","HGNC:30012","OTTHUMG00000171336.2"
"ENSG00000258430.1","HAVANA","gene",NA,NA,"ENSG00000258430.1","lncRNA","AL583722.1","2",NA,"OTTHUMG00000170804.1"
"ENSG00000258431.1","HAVANA","gene",NA,NA,"ENSG00000258431.1","processed_pseudogene","AC004825.1","1",NA,"OTTHUMG00000171284.3"
"ENSG00000258433.2","HAVANA","gene",NA,NA,"ENSG00000258433.2","lncRNA","AC087633.1","2",NA,"OTTHUMG00000171816.3"
"ENSG00000258435.1","HAVANA","gene",NA,NA,"ENSG00000258435.1","lncRNA","AC048337.1","2",NA,"OTTHUMG00000171523.1"
"ENSG00000258436.1","HAVANA","gene",NA,NA,"ENSG00000258436.1","protein_coding","RNASE12","2","HGNC:24211","OTTHUMG00000170991.1"
"ENSG00000258437.1","HAVANA","gene",NA,NA,"ENSG00000258437.1","lncRNA","AL139193.1","2",NA,"OTTHUMG00000171051.1"
"ENSG00000258438.3","HAVANA","gene",NA,NA,"ENSG00000258438.3","unprocessed_pseudogene","OR11K2P","2","HGNC:19635","OTTHUMG00000170598.1"
"ENSG00000258439.1","HAVANA","gene",NA,NA,"ENSG00000258439.1","processed_pseudogene","AC007956.2","1",NA,"OTTHUMG00000171479.1"
"ENSG00000258440.1","HAVANA","gene",NA,NA,"ENSG00000258440.1","processed_pseudogene","AL118557.1","1",NA,"OTTHUMG00000171089.1"
"ENSG00000258441.1","HAVANA","gene",NA,NA,"ENSG00000258441.1","lncRNA","LINC00641","2","HGNC:27511","OTTHUMG00000170756.1"
"ENSG00000258443.1","HAVANA","gene",NA,NA,"ENSG00000258443.1","lncRNA","AC005225.1","2",NA,"OTTHUMG00000171675.1"
"ENSG00000258444.1","HAVANA","gene",NA,NA,"ENSG00000258444.1","lncRNA","AL132855.1","2",NA,"OTTHUMG00000171500.1"
"ENSG00000258445.3","HAVANA","gene",NA,NA,"ENSG00000258445.3","processed_pseudogene","MAD2L1P1","1","HGNC:20019","OTTHUMG00000171291.3"
"ENSG00000258446.1","HAVANA","gene",NA,NA,"ENSG00000258446.1","processed_pseudogene","AL133153.1","1",NA,"OTTHUMG00000171101.1"
"ENSG00000258448.1","HAVANA","gene",NA,NA,"ENSG00000258448.1","processed_pseudogene","AL442663.2","1",NA,"OTTHUMG00000171424.1"
"ENSG00000258449.1","HAVANA","gene",NA,NA,"ENSG00000258449.1","lncRNA","AC023510.1","2",NA,"OTTHUMG00000170824.1"
"ENSG00000258450.1","HAVANA","gene",NA,NA,"ENSG00000258450.1","lncRNA","AL139099.2","2",NA,"OTTHUMG00000171560.1"
"ENSG00000258451.1","HAVANA","gene",NA,NA,"ENSG00000258451.1","lncRNA","EGILA","2","HGNC:54482","OTTHUMG00000171012.1"
"ENSG00000258452.1","HAVANA","gene",NA,NA,"ENSG00000258452.1","processed_pseudogene","HMGN2P2","2","HGNC:20016","OTTHUMG00000171444.1"
"ENSG00000258453.3","HAVANA","gene",NA,NA,"ENSG00000258453.3","protein_coding","OR11H2","2","HGNC:14716","OTTHUMG00000170597.4"
"ENSG00000258454.1","HAVANA","gene",NA,NA,"ENSG00000258454.1","lncRNA","AC016526.2","2",NA,"OTTHUMG00000171492.1"
"ENSG00000258455.1","HAVANA","gene",NA,NA,"ENSG00000258455.1","lncRNA","AL158801.3","2",NA,"OTTHUMG00000171035.1"
"ENSG00000258456.2","HAVANA","gene",NA,NA,"ENSG00000258456.2","processed_pseudogene","PTCD2P1","1","HGNC:31718","OTTHUMG00000170987.2"
"ENSG00000258457.5","HAVANA","gene",NA,NA,"ENSG00000258457.5","lncRNA","AL132780.2","2",NA,"OTTHUMG00000171451.1"
"ENSG00000258458.8","HAVANA","gene",NA,NA,"ENSG00000258458.8","lncRNA","AL160314.2","2",NA,"OTTHUMG00000170992.5"
"ENSG00000258459.1","HAVANA","gene",NA,NA,"ENSG00000258459.1","lncRNA","AL356019.1","2",NA,"OTTHUMG00000170853.1"
"ENSG00000258460.2","HAVANA","gene",NA,NA,"ENSG00000258460.2","lncRNA","AL355096.1","2",NA,"OTTHUMG00000171678.4"
"ENSG00000258461.5","HAVANA","gene",NA,NA,"ENSG00000258461.5","protein_coding","AC012651.1","2",NA,"OTTHUMG00000171261.2"
"ENSG00000258462.2","HAVANA","gene",NA,NA,"ENSG00000258462.2","processed_pseudogene","AL591767.2","1",NA,"OTTHUMG00000170876.2"
"ENSG00000258463.1","HAVANA","gene",NA,NA,"ENSG00000258463.1","processed_pseudogene","AC138701.2","2",NA,"OTTHUMG00000171715.1"
"ENSG00000258464.2","HAVANA","gene",NA,NA,"ENSG00000258464.2","lncRNA","AL160237.1","2",NA,"OTTHUMG00000170673.10"
"ENSG00000258465.8","HAVANA","gene",NA,NA,"ENSG00000258465.8","protein_coding","AL139011.2","1",NA,"OTTHUMG00000171815.4"
"ENSG00000258466.5","HAVANA","gene",NA,NA,"ENSG00000258466.5","protein_coding","AL049779.1","2",NA,"OTTHUMG00000171262.5"
"ENSG00000258467.1","HAVANA","gene",NA,NA,"ENSG00000258467.1","unprocessed_pseudogene","PHKBP2","1","HGNC:8929","OTTHUMG00000170729.1"
"ENSG00000258468.1","HAVANA","gene",NA,NA,"ENSG00000258468.1","unprocessed_pseudogene","OR11G1P","2","HGNC:15345","OTTHUMG00000170848.1"
"ENSG00000258469.1","HAVANA","gene",NA,NA,"ENSG00000258469.1","processed_pseudogene","CHMP4BP1","1","HGNC:43616","OTTHUMG00000171034.1"
"ENSG00000258471.2","HAVANA","gene",NA,NA,"ENSG00000258471.2","lncRNA","AL161668.3","2",NA,"OTTHUMG00000171043.2"
"ENSG00000258472.9","HAVANA","gene",NA,NA,"ENSG00000258472.9","protein_coding","AC005726.1","1",NA,"OTTHUMG00000171061.34"
"ENSG00000258473.2","HAVANA","gene",NA,NA,"ENSG00000258473.2","lncRNA","AC007686.2","2",NA,"OTTHUMG00000171580.2"
"ENSG00000258474.1","HAVANA","gene",NA,NA,"ENSG00000258474.1","lncRNA","LINC02313","1","HGNC:53232","OTTHUMG00000170586.1"
"ENSG00000258476.6","HAVANA","gene",NA,NA,"ENSG00000258476.6","lncRNA","LINC02207","2","HGNC:53073","OTTHUMG00000171799.43"
"ENSG00000258477.1","HAVANA","gene",NA,NA,"ENSG00000258477.1","processed_pseudogene","PPIAP6","1","HGNC:20028","OTTHUMG00000171757.1"
"ENSG00000258478.1","HAVANA","gene",NA,NA,"ENSG00000258478.1","lncRNA","AC009396.1","2",NA,"OTTHUMG00000171515.1"
"ENSG00000258479.6","HAVANA","gene",NA,NA,"ENSG00000258479.6","lncRNA","LINC00640","2","HGNC:44291","OTTHUMG00000171072.4"
"ENSG00000258481.1","HAVANA","gene",NA,NA,"ENSG00000258481.1","lncRNA","AL133240.1","2",NA,"OTTHUMG00000171197.1"
"ENSG00000258482.1","HAVANA","gene",NA,NA,"ENSG00000258482.1","TR_V_pseudogene","TRAV15","2","HGNC:12111","OTTHUMG00000170638.1"
"ENSG00000258483.4","HAVANA","gene",NA,NA,"ENSG00000258483.4","lncRNA","LINC02251","2","HGNC:53149","OTTHUMG00000171822.9"
"ENSG00000258484.4","HAVANA","gene",NA,NA,"ENSG00000258484.4","protein_coding","SPESP1","2","HGNC:15570","OTTHUMG00000133321.4"
"ENSG00000258485.2","HAVANA","gene",NA,NA,"ENSG00000258485.2","processed_pseudogene","SRMP2","1","HGNC:20034","OTTHUMG00000171293.2"
"ENSG00000258487.2","HAVANA","gene",NA,NA,"ENSG00000258487.2","lncRNA","LINC02277","2","HGNC:53193","OTTHUMG00000170687.2"
"ENSG00000258488.2","HAVANA","gene",NA,NA,"ENSG00000258488.2","unprocessed_pseudogene","AC023310.1","2",NA,"OTTHUMG00000171662.3"
"ENSG00000258489.4","HAVANA","gene",NA,NA,"ENSG00000258489.4","lncRNA","AC027013.1","2",NA,"OTTHUMG00000171820.8"
"ENSG00000258490.1","HAVANA","gene",NA,NA,"ENSG00000258490.1","lncRNA","AL049835.1","2",NA,"OTTHUMG00000171219.1"
"ENSG00000258491.2","HAVANA","gene",NA,NA,"ENSG00000258491.2","processed_pseudogene","ZFP64P1","2","HGNC:19820","OTTHUMG00000170900.2"
"ENSG00000258493.2","HAVANA","gene",NA,NA,"ENSG00000258493.2","processed_pseudogene","AL121603.1","1",NA,"OTTHUMG00000170794.2"
"ENSG00000258494.1","HAVANA","gene",NA,NA,"ENSG00000258494.1","unprocessed_pseudogene","OR11J5P","2","HGNC:31238","OTTHUMG00000171711.1"
"ENSG00000258496.1","HAVANA","gene",NA,NA,"ENSG00000258496.1","lncRNA","AL352955.1","2",NA,"OTTHUMG00000171352.1"
"ENSG00000258497.1","HAVANA","gene",NA,NA,"ENSG00000258497.1","lncRNA","AL359682.1","2",NA,"OTTHUMG00000171674.1"
"ENSG00000258498.8","HAVANA","gene",NA,NA,"ENSG00000258498.8","lncRNA","DIO3OS","2","HGNC:20348","OTTHUMG00000171682.1"
"ENSG00000258499.1","HAVANA","gene",NA,NA,"ENSG00000258499.1","lncRNA","LINC02287","2","HGNC:53204","OTTHUMG00000171224.2"
